Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Type_New,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Fat_Content_No_Fat,Item_Fat_Content_Regular,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Category_FD,Item_Category_NC,Item_Outlet_Sales
12.35,-2.3604632163105124,196.9426,1,3,Perishable,13,15.95,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5141.3076
9.5,-2.397567494502049,111.0228,2,1,Perishable,25,11.69,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3205.1612
9.0,-1.9049820039325667,214.1534,1,2,Non_Perishable,8,23.79,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1720.4272
6.235,-1.687178547558692,263.291,2,3,Non_Perishable,11,42.23,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3418.883
9.6,-2.3162132111588662,244.817,1,2,Not_Sure,6,25.5,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4374.306
16.75,-1.7598458719527397,156.163,1,2,Not_Sure,3,9.32,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,782.315
17.1,-2.203011099853805,141.3838,2,3,Non_Perishable,11,8.27,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1685.8056
6.825,-1.9339145948762573,154.5998,1,1,Non_Perishable,12,22.65,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153.7998
6.78,-1.580189560049247,92.212,1,2,Non_Perishable,3,13.6,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4101.328
16.0,-1.750038762676779,181.9634,2,1,Non_Perishable,1,11.37,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3453.5046
15.0,-1.5231624451906798,105.9938,1,2,Not_Sure,6,7.07,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1179.1318
7.39,-1.8329961138650162,251.3066,2,1,Non_Perishable,1,34.01,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1004.0264
17.6,-2.1100323824394946,42.5454,1,3,Non_Perishable,13,2.42,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,419.454
12.65,-1.514373810121171,239.6538,1,3,Perishable,13,18.94,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3845.6608
17.85,-2.22920878883857,127.102,1,3,Not_Sure,13,7.12,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2024.032
11.15,-2.9161322551327538,150.4708,3,1,Perishable,23,13.5,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1956.1204
15.7,-2.4039169909125397,42.877,1,2,Non_Perishable,6,2.73,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1168.479
14.65,-2.858222216691533,56.4614,1,1,Not_Sure,12,3.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.2614
19.25,-1.783882620733139,55.0956,2,1,Perishable,25,2.86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2020.0372
18.25,-2.777010674988613,160.4894,1,2,Perishable,8,8.79,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3073.9986
20.7,-2.00353122165806,98.7042,1,2,Non_Perishable,3,4.77,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1884.8798
15.85,-2.100680448338454,53.3956,1,3,Not_Sure,13,3.37,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1364.89
6.575,-1.9515466852225556,145.7444,2,3,Perishable,11,22.17,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3193.1768
17.75,-2.4058178638467913,177.866,1,2,Not_Sure,8,10.02,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2336.958
11.8,-1.3526680000780817,185.2924,1,3,Non_Perishable,25,15.7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,370.1848
14.0,-2.4206296382588497,143.5786,2,1,Perishable,25,10.26,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3756.4436
12.85,-1.3028331382432905,44.9428,1,3,Not_Sure,25,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,175.7712
16.7,-1.6805838829676574,181.2976,1,2,Perishable,3,10.86,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3078.6592
10.85,-2.4344100250555387,115.1808,1,3,Non_Perishable,13,10.62,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2109.2544
10.0,-1.7925802732645766,113.7544,2,3,Not_Sure,11,11.38,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3243.7776
13.65,-2.2285129107925874,37.9532,1,1,Perishable,12,2.78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.9064
19.0,-1.486154300585918,46.8718,1,1,Non_Perishable,12,2.47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189.0872
9.6,-2.5412576295564597,102.499,1,2,Perishable,3,10.68,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2579.975
12.0,-1.9489787386144757,124.1388,1,2,Non_Perishable,3,10.34,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1486.0656
5.925,-1.8127242312275025,43.8086,1,2,Perishable,6,7.39,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,312.2602
13.0,-2.259180993950447,254.5014,1,2,Non_Perishable,6,19.58,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4845.0266
8.18,-1.9002485818284571,58.5588,1,2,Non_Perishable,3,7.16,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,171.7764
12.8,-1.9472354646803411,96.541,1,2,Perishable,8,7.54,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1834.279
19.2,-1.659483977884604,89.7488,1,2,Non_Perishable,8,4.67,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2082.6224
14.5,-1.8081630931388455,159.4262,1,3,Not_Sure,13,10.99,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2705.1454
5.19,-2.2471735135996806,196.811,1,2,Non_Perishable,3,37.92,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3731.809
13.3,-1.9833032872890688,61.0536,3,1,Perishable,23,4.59,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1592.5936
19.6,-2.265706797628307,88.8514,3,1,Non_Perishable,23,4.53,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2125.2336
17.75,-2.347134745095565,248.275,1,2,Perishable,6,13.99,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,998.7
12.35,-1.8312439149835495,119.1124,2,3,Not_Sure,11,9.64,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3673.8844
14.35,-2.6532222369080998,109.8228,3,1,Non_Perishable,23,7.65,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2099.9332
6.365,-2.954666605657331,63.2536,1,2,Non_Perishable,8,9.94,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1225.072
5.78,-2.7158994145258,143.9102,2,1,Non_Perishable,25,24.9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3062.0142
20.25,-2.787958500784065,184.7924,2,1,Non_Perishable,25,9.13,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4442.2176
14.75,-2.372874412305751,238.6906,3,1,Non_Perishable,23,16.18,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4278.4308
12.15,-2.69027725937468,211.9928,2,3,Non_Perishable,11,17.45,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,631.1784
6.59,-2.4748542164198906,121.5098,3,1,Non_Perishable,23,18.44,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,602.549
12.6,-1.9641693376145946,255.6356,1,3,Perishable,13,20.29,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2797.6916
18.2,-1.8767925291433196,149.8734,1,3,Perishable,25,8.23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,445.4202
9.395,-2.28339726674938,83.9908,2,1,Not_Sure,25,8.94,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2348.9424
17.6,-2.6787910312995806,47.7402,2,1,Perishable,25,2.71,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1975.4286
8.18,-1.906189602878056,59.2588,2,1,Non_Perishable,25,7.24,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1374.2112
7.325,-1.83207931705785,92.7146,3,1,Perishable,23,12.66,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2006.7212
15.85,-1.570069085483895,175.837,1,3,Perishable,25,11.09,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,352.874
15.1,-2.5891128371676038,130.531,2,3,Non_Perishable,11,8.64,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,908.817
10.5,-1.7015449331627093,164.121,2,1,Non_Perishable,25,15.63,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6035.477
8.51,-1.931897144443389,172.9422,3,1,Not_Sure,23,20.32,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1379.5376
17.0,-1.2253041817030936,170.2106,1,3,Perishable,25,10.01,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,171.1106
20.35,-2.397988303274753,257.2672,1,2,Perishable,3,12.64,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2045.3376
17.85,-2.628908432696661,96.9094,2,1,Non_Perishable,1,5.43,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1332.9316
18.25,-1.934027845288208,258.4962,2,1,Not_Sure,1,14.16,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2848.9582
17.6,-1.9043921801364552,160.492,3,1,Non_Perishable,23,9.12,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1278.336
10.895,-2.4630368655140553,106.428,1,3,Non_Perishable,13,9.77,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1491.392
11.85,-1.2738182245158074,99.6726,1,1,Perishable,12,8.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.7452
20.5,-1.5728069538715364,35.919,2,1,Non_Perishable,25,1.75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,585.904
14.1,-1.649587451245542,88.6198,2,1,Perishable,1,6.29,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1133.8574
15.15,-2.778176340634093,131.7284,1,2,Not_Sure,6,8.69,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1186.4556
17.25,-2.0882753643854213,91.612,1,1,Perishable,12,5.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.212
17.6,-2.6096772285649137,237.059,2,1,Non_Perishable,1,13.47,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2836.308
14.6,-2.0819255824434872,179.6976,1,3,Non_Perishable,13,12.31,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3621.952
10.1,-2.4601228289030477,76.467,1,2,Perishable,6,7.57,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1761.041
10.5,-1.984444964442671,119.2098,1,2,Non_Perishable,6,11.35,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1325.6078
12.6,-2.950614089028424,186.9556,1,2,Non_Perishable,6,14.84,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3942.8676
18.7,-2.211486607654874,153.6682,1,3,Non_Perishable,13,8.22,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3506.7686
5.985,-1.8143290712487203,127.1678,2,1,Non_Perishable,1,21.25,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3560.6984
12.1,-1.708080788754597,221.4114,1,3,Non_Perishable,13,18.3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5099.3622
13.0,-1.8949600514330662,196.0426,2,3,Non_Perishable,11,15.08,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2570.6538
19.2,-2.5308292362615292,181.695,1,2,Perishable,8,9.46,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2563.33
5.78,-2.713277239601566,146.3102,1,2,Non_Perishable,8,25.31,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2187.153
7.17,-2.0791757040939354,130.9968,1,2,Perishable,6,18.27,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2348.9424
20.85,-2.057437148656563,88.1514,1,3,Non_Perishable,13,4.23,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1682.4766
18.75,-2.352313302973691,215.7218,2,3,Non_Perishable,11,11.51,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4274.436
7.5,-2.163597060427047,123.4072,3,1,Non_Perishable,23,16.45,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3185.1872
10.395,-2.318244054095236,230.5352,1,2,Perishable,8,22.18,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4580.704
12.8,-2.520507729883589,223.5404,1,3,Perishable,13,17.46,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1800.3232
11.65,-2.088351449626237,170.4422,3,1,Non_Perishable,23,14.63,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,517.3266
20.2,-2.0363985636317192,258.0646,1,2,Not_Sure,3,12.78,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5668.6212
11.35,-2.2954583928886008,103.0016,1,2,Not_Sure,6,9.08,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2125.2336
8.71,-1.6773275451428231,186.5924,1,1,Non_Perishable,12,21.42,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,555.2772
8.31,-1.702583183995093,177.3028,1,2,Not_Sure,8,21.34,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1948.1308
19.0,-1.735205028590845,188.8214,1,1,Perishable,12,9.94,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,188.4214
7.5,-2.162148100357925,121.7072,1,2,Non_Perishable,8,16.23,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,367.5216
6.525,-1.8511150737058235,84.6882,1,3,Non_Perishable,13,12.98,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,601.2174
19.35,-2.4281654317412964,122.0098,1,3,Non_Perishable,25,6.31,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,361.5294
20.7,-2.4648432806798133,77.0354,2,1,Non_Perishable,25,3.72,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2332.2974
6.985,-1.5956527544350274,182.8608,2,3,Perishable,11,26.18,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4042.7376
11.3,-2.0193247798324743,192.2478,1,2,Non_Perishable,8,17.01,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1356.2346
6.115,-2.792448804296137,189.053,1,1,Non_Perishable,12,30.92,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.765
9.5,-2.31870343125873,194.2452,1,1,Perishable,12,20.45,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,782.9808
15.7,-1.6673218355499073,134.2942,1,2,Non_Perishable,8,8.55,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1192.4478
16.0,-1.8531945095960551,143.2154,1,3,Perishable,13,8.95,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1701.7848
13.1,-1.7962483570842451,198.7768,2,1,Non_Perishable,1,15.17,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3153.2288
11.65,-2.615810651251789,39.0164,2,1,Non_Perishable,25,3.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1042.6428
16.85,-2.322876664286318,90.6488,1,2,Not_Sure,3,5.38,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,633.8416
8.575,-2.259127511730086,107.628,1,3,Non_Perishable,25,12.55,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,213.056
14.85,-2.662333393289653,157.563,1,1,Not_Sure,12,10.61,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,312.926
18.2,-1.852470792225878,197.211,1,2,Perishable,8,10.84,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3142.576
11.0,-2.8891340509295023,119.1756,2,3,Perishable,11,10.83,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1696.4584
21.1,-1.4880387730507454,64.9168,1,2,Perishable,3,3.08,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,639.168
15.2,-2.110530510469695,110.7912,1,1,Non_Perishable,12,7.29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109.1912
8.365,-1.982494385156159,37.7506,2,1,Non_Perishable,25,4.51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,796.9626
9.06,-2.858553839478319,213.256,2,3,Not_Sure,11,23.54,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4687.232
11.5,-1.9724307599544502,191.253,3,1,Perishable,23,16.63,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3036.048
11.15,-1.9684111462868636,66.8142,1,2,Not_Sure,6,5.99,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2372.9112
13.5,-2.0097517440743395,57.2562,1,2,Perishable,8,4.24,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,770.3306
15.1,-1.8698390135609764,221.8456,1,3,Perishable,13,14.69,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,663.1368
8.3,-2.4113188492279276,98.2384,2,3,Non_Perishable,11,11.84,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2167.8448
14.15,-2.504270903941171,196.411,2,3,Perishable,11,13.88,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2749.754
15.2,-2.364919298467451,107.3912,2,1,Non_Perishable,25,7.07,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3057.3536
8.365,-2.2824804280431477,190.1188,1,3,Perishable,13,22.73,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1904.188
11.85,-2.11453600787139,53.0666,2,3,Non_Perishable,11,4.48,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,512.666
19.6,-2.192404280559799,42.277,1,2,Non_Perishable,6,2.16,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,605.878
19.0,-2.0281068186142495,189.6214,2,3,Perishable,11,9.98,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2826.321
18.25,-1.9481449582421277,212.9218,2,3,Not_Sure,11,11.67,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3846.9924
19.85,-2.57009565582387,63.5194,2,3,Not_Sure,11,3.2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,557.2746
12.85,-2.4041967809240634,251.704,1,2,Not_Sure,8,19.59,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3542.056
19.0,-1.7268668077248959,106.7622,2,1,Non_Perishable,25,5.62,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2964.1416
19.6,-2.28375815013578,163.7526,2,1,Not_Sure,1,8.35,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2960.1468
15.7,-2.608503030115333,60.5536,1,2,Perishable,3,3.86,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,490.0288
13.3,-2.046083177638961,151.3708,1,3,Non_Perishable,13,11.38,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3611.2992
10.395,-1.7205105409768064,59.022,2,1,Not_Sure,1,5.68,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1378.206
10.5,-2.742661867861902,143.7154,1,2,Not_Sure,6,13.69,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3119.9388
19.35,-1.6911026075603772,224.8088,1,3,Not_Sure,13,11.62,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2013.3792
14.1,-2.019294373644283,198.9084,3,1,Not_Sure,23,14.11,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4761.8016
8.6,-2.2781487387213,188.753,1,3,Non_Perishable,13,21.95,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7590.12
17.1,-2.2949839914850987,166.4842,1,2,Non_Perishable,8,9.74,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1326.2736
11.8,-1.946253772966578,32.8558,2,1,Not_Sure,25,2.78,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,713.0718
20.5,-2.3734800652444035,38.9822,2,3,Non_Perishable,11,1.9,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,982.055
15.1,-1.8139372767861517,134.4942,2,3,Perishable,11,8.91,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2119.9072
6.69,-2.4355280900699734,176.937,1,2,Perishable,3,26.45,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4234.488
7.535,-2.002272632017746,121.044,2,1,Non_Perishable,25,16.06,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2396.88
7.905,-2.8510568510082144,250.7408,3,1,Not_Sure,23,31.72,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5757.8384
18.0,-1.6587337441379517,118.5124,1,3,Non_Perishable,13,6.58,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1303.6364
7.84,-1.52145558049638,50.835,1,2,Non_Perishable,3,6.48,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,599.22
15.15,-2.021470659967882,144.676,1,2,Non_Perishable,3,9.55,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3954.852
15.2,-1.4433121616628382,175.8054,1,1,Perishable,12,11.57,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1050.6324
19.85,-2.1312573131915697,197.2768,1,3,Perishable,13,9.94,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6503.5344
12.65,-2.340571880617043,231.601,2,1,Non_Perishable,25,18.31,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5972.226
7.325,-1.8315944833335396,91.3146,1,3,Perishable,13,12.47,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1641.8628
5.88,-2.4956437928786976,148.4392,1,2,Non_Perishable,8,25.24,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2087.9488
10.695,-2.070967553914021,174.7712,1,2,Perishable,6,16.34,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3339.6528
12.3,-2.0009380003334063,106.0938,2,1,Non_Perishable,25,8.63,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2787.0388
20.25,-2.478361734968464,179.5976,1,3,Non_Perishable,13,8.87,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2535.3664
8.05,-1.9283000773628878,257.0646,1,2,Perishable,3,31.93,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8760.5964
11.65,-2.359220680797541,112.186,1,2,Perishable,6,9.63,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1018.674
19.35,-1.68985745241789,222.6088,1,2,Not_Sure,8,11.5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1789.6704
7.235,-2.0933760806249064,115.8834,1,2,Not_Sure,6,16.02,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1382.2008
12.15,-2.6909509055287812,209.9928,1,2,Non_Perishable,6,17.28,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5259.82
8.615,-1.7013160284205155,94.1436,3,1,Perishable,23,10.93,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1512.6976
6.765,-1.8708029125658785,105.0306,1,3,Non_Perishable,13,15.53,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2090.612
10.3,-2.8133872995231815,87.254,1,3,Not_Sure,13,8.47,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1211.756
13.15,-2.303003390647268,89.4856,1,2,Not_Sure,3,6.8,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1230.3984
8.84,-1.9448074938436775,109.5228,1,2,Non_Perishable,6,12.39,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1657.842
8.26,-2.4386385887281268,122.573,1,2,Non_Perishable,8,14.84,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,739.038
20.1,-1.9566583060042957,108.9228,2,1,Perishable,1,5.42,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1105.228
9.695,-1.7134952359796358,185.1898,1,2,Perishable,6,19.1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2619.2572
18.85,-1.4672782115219736,194.6136,1,3,Non_Perishable,13,10.32,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2721.7904
18.25,-2.1284761678548474,140.9154,2,3,Not_Sure,11,7.72,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6381.693
15.85,-2.0696994746653643,44.4744,2,1,Perishable,25,2.81,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,769.6648
5.32,-1.8504627129664173,101.7674,3,1,Non_Perishable,23,19.13,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1120.5414
8.115,-2.382877927921539,157.3972,1,2,Non_Perishable,6,19.4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1869.5664
15.1,-2.114210998059019,139.8496,1,3,Non_Perishable,13,9.26,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1411.496
8.42,-1.9865721952287507,215.9192,1,2,Non_Perishable,3,25.64,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1941.4728
9.0,-1.9062347396341979,216.2534,1,2,Non_Perishable,6,24.03,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4301.068
8.18,-1.9011411822983484,57.3588,2,1,Non_Perishable,1,7.01,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,343.5528
7.854999999999999,-2.8108054724457565,191.4188,2,1,Non_Perishable,25,24.37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3998.7948
15.35,-2.7275182791274504,36.719,1,2,Non_Perishable,8,2.39,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,585.904
20.6,-2.212626708731182,177.0344,3,1,Not_Sure,23,8.59,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,535.3032
