Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Price_per_Unitwt,Item_Outlet_Sales,Item_type_Perishable,Fat_content_No_Fat,Fat_content_Regular,Out_ID_OUT013,Out_ID_OUT017,Out_ID_OUT018,Out_ID_OUT019,Out_ID_OUT027,Out_ID_OUT035,Out_ID_OUT045,Out_ID_OUT046,Out_ID_OUT049,OutletType_SupermarketType1,OutletType_SupermarketType2,OutletType_SupermarketType3,MRP_Cluster_1,MRP_Cluster_2,MRP_Cluster_3,Item_cat_FD,Item_cat_NC
FDO22,13.5,0.017960492,81.596,1,2,3,6.04,639.168,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
NCM41,16.5,0.035801238,92.612,2,1,1,5.61,559.272,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
FDJ21,16.7,0.038606365,146.5102,1,2,8,8.77,2770.3938,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDC53,8.68,0.008871687,99.7384,2,1,1,11.49,295.6152,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
DRK35,8.365,0.125793938,36.2506,1,3,25,4.33,37.9506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDQ09,7.235,0.058369013,115.2834,2,1,1,15.93,1267.0174,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
DRB48,16.75,0.023973243666666665,39.3822,1,3,13,2.35,353.5398,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DRE25,15.35,0.073269336,92.112,1,2,6,6.0,1118.544,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
FDL08,10.8,0.049677651,245.9144,3,1,23,22.77,4655.2736,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
NCV42,6.26,0.031470832,110.2228,2,3,11,17.61,1547.3192,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
FDW03,5.63,0.024579432,105.3306,2,3,11,18.71,1045.306,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDL25,6.92,0.131665479,91.8804,1,2,3,13.28,275.6412,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDC17,12.15,0.015523707,212.0928,2,1,1,17.46,2735.1064,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
FDK44,16.6,0.122475364,175.5738,1,2,8,10.58,347.5476,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDE34,9.195,0.107891398,182.7634,1,3,13,19.88,3817.0314,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDP10,19.0,0.128065918,104.3622,1,2,6,5.49,1905.5196,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDZ22,9.395,0.045361705,83.825,1,2,8,8.92,665.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
NCK19,9.8,0.090390357,192.1478,3,1,23,19.61,2324.9736,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDO44,12.6,0.087029712,109.2228,2,1,25,8.67,3205.1612,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
NCU41,18.85,0.052054819,189.1846,1,3,13,10.04,2101.9306,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
NCF31,9.13,0.051952573,152.3024,1,2,8,16.68,1821.6288,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDG14,9.0,0.050786366,152.2024,1,2,3,16.91,3643.2576,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCH30,17.1,0.067141355,114.586,1,2,6,6.7,2942.836,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDR36,6.715,0.121485195,40.2454,3,1,23,5.99,587.2356,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NCJ30,5.82,0.080640478,167.779,1,3,13,28.83,2886.243,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDR08,18.7,0.037699254,110.2886,1,2,8,5.9,2223.772,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDU04,7.93,0.004780437333333333,123.2414,2,1,1,15.54,487.3656,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
NCQ50,18.75,0.034501405,211.7218,1,2,3,11.29,5770.4886,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
FDL46,20.35,0.053795154,117.7466,2,1,25,5.79,1414.1592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
DRK37,5.0,0.044004675,188.853,1,3,13,37.77,5502.837,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
FDK48,7.445,0.03212151111111111,76.8354,1,3,13,10.32,2181.8266,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDV58,20.85,0.121250374,193.9452,1,3,13,9.3,1565.9616,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDN27,20.85,0.03406150677777778,115.1808,2,1,1,5.52,1054.6272,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDZ52,19.2,0.100230114,112.9886,2,3,11,5.88,1667.829,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
NCF42,17.35,0.167383061,175.6712,1,3,13,10.13,2812.3392,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDQ48,14.3,0.034404732,98.1726,1,2,6,6.87,489.363,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDW49,19.5,0.082719632,179.3002,1,2,8,9.19,2865.6032,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDR58,6.675,0.041913535,90.7462,1,2,6,13.59,1665.8316,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCE07,8.18,0.0132043,143.8154,1,2,3,17.58,2694.4926,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDK14,6.98,0.041105789,83.4934,1,3,13,11.96,1555.9746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDC11,20.5,0.141106202,87.9172,2,1,25,4.29,3836.3396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDL22,16.85,0.036463975,90.7488,1,2,8,5.39,543.2928,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
NCQ41,14.8,0.01946418,196.3794,3,1,23,13.27,1950.794,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDX46,12.3,0.0606329059,57.3562,3,1,23,4.66,177.7686,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
FDC35,7.435,0.123086812,206.9638,1,2,8,27.84,1035.319,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDH45,15.1,0.105646853,42.8796,1,2,6,2.84,949.4308,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDX33,9.195,0.118149377,160.5578,1,2,3,17.46,1283.6624,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
DRJ35,10.1,0.046545786,59.9878,3,1,23,5.94,484.7024,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDC40,16.0,0.065009745,79.5986,3,1,23,4.97,934.7832,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDO19,17.7,0.016630303,48.1034,1,2,8,2.72,534.6374,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
FDP13,8.1,0.134532392,39.448,2,3,11,4.87,878.856,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FDP24,20.6,0.083133128,120.1756,2,3,11,5.83,1332.9316,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
NCQ42,20.35,0.039428167,127.9678,2,1,1,6.29,3560.6984,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
FDY59,8.195,0.030277001,93.1462,2,1,1,11.37,647.8234,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDU14,17.75,0.034823127,248.675,1,2,8,14.01,4993.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDB21,7.475,0.148492521,240.6854,1,2,6,32.2,1691.7978,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
FDT32,19.0,0.065901299,188.7214,2,1,1,9.93,1695.7926,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FDK20,12.6,0.041622264,124.0072,2,3,11,9.84,4042.7376,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDX09,9.0,0.064933297,174.837,2,1,25,19.43,4763.799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDM01,7.895,0.0945493,102.6332,1,2,6,13.0,1640.5312,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
DRI37,15.85,0.107076832,58.7904,2,1,25,3.71,1288.9888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDL20,17.1,0.128674983,112.3886,1,2,8,6.57,2334.9606,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDU13,8.355,0.188322664,148.5418,2,1,1,17.78,2207.127,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FDE05,10.895,0.03129729711111111,145.2102,1,3,25,13.33,437.4306,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDE58,18.5,0.052025392,118.4124,3,1,23,6.4,2370.248,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDT32,19.0,0.065316099,189.9214,2,1,25,10.0,5087.3778,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDZ01,8.975,0.01516265,101.899,1,1,12,11.35,103.199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FDM08,10.1,0.053584207,224.4088,1,3,13,22.22,4697.8848,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDS58,9.285,0.020989132,158.6578,3,1,23,17.09,2406.867,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDZ26,11.6,0.144017405,238.3222,1,3,13,20.55,5736.5328,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDC46,17.7,0.115978122,183.4266,2,1,25,10.36,7192.6374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDY51,12.5,0.081465335,220.7798,2,1,1,17.66,6611.394,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
FDL34,16.0,0.041177505,142.3496,1,2,3,8.9,3246.4408,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
DRG39,14.15,0.042352822,51.6982,2,1,1,3.65,1262.3568,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCG43,20.2,0.074541867,94.1462,2,1,1,4.66,1758.3778,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
FDT01,13.65,0.18454121,211.5902,1,2,8,15.5,4672.5844,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
NCR38,17.25,0.114160573,253.1724,1,2,3,14.68,3775.086,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
DRF01,5.655,0.175352413,147.4102,2,3,11,26.07,2478.7734,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
FDF53,20.75,0.083590755,182.2318,1,2,6,8.78,3067.3406,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDS45,5.175,0.029471408,105.4622,3,1,23,20.38,3281.7282,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDR20,20.0,0.028282832,46.2744,1,2,3,2.31,1086.5856,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
FDY07,11.8,0.040626524444444444,46.5402,1,1,12,3.94,229.701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FDD38,16.75,0.008208342,102.8674,1,2,8,6.14,1528.011,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
DRF15,18.35,0.03334929,155.034,2,1,1,8.45,1990.742,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FDH32,12.8,0.076060037,95.141,1,3,13,7.43,868.869,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
NCJ42,19.75,0.014301326,103.0332,1,3,13,5.22,1230.3984,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
FDB56,8.75,0.074931201,187.6556,2,1,1,21.45,938.778,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
FDD03,13.3,0.080131363,234.03,2,1,1,17.6,4194.54,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
NCL18,18.85,0.167444431,194.6136,3,1,23,10.32,1166.4816,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDW22,9.695,0.03033748,222.9114,2,3,11,22.99,5764.4964,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FDE32,20.7,0.04874969,37.5506,1,2,6,1.81,113.8518,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDA34,11.5,0.014788594,174.408,2,1,25,15.17,7443.644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDJ08,11.1,0.111298111,191.7846,1,2,3,17.28,3057.3536,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDG38,8.975,0.05268526,83.3224,3,1,23,9.28,3579.3408,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDD29,12.15,0.018485511,253.1698,2,1,1,20.84,1522.0188,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
NCE31,7.67,0.184689756,35.4216,3,1,23,4.62,450.0808,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FDS19,13.8,0.064153845,76.9012,3,1,23,5.57,607.2096,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDU11,4.785,0.092516598,120.1098,3,1,23,25.1,1325.6078,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDL02,20.0,0.104245198,105.3622,2,3,11,5.27,1270.3464,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDO51,6.785,0.041779181,43.4112,2,1,25,6.4,1107.8912,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
DRK23,8.395,0.07226985,254.104,2,1,1,30.27,3542.056,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FDO27,6.175,0.179806961,95.2752,2,1,1,15.43,1534.0032,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDB16,8.21,0.044995631,89.2198,2,3,11,10.87,1308.297,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDA44,19.7,0.053523765,55.393,1,2,3,2.81,1471.418,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NCB18,19.6,0.041459372,89.6514,2,1,1,4.57,1239.7196,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
NCL53,7.5,0.036234918,175.3028,1,3,13,23.37,3896.2616,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDR16,5.845,0.105445801,214.4218,2,1,1,36.68,1496.0526,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
NCQ05,11.395,0.01821854,151.6708,3,1,23,13.31,3460.8284,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDF44,7.17,0.05997133,132.1968,2,1,1,18.44,2870.9296,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDU50,5.75,0.075595405,114.7176,1,2,3,19.95,1259.6936,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDG20,15.5,0.210375806,178.2028,1,1,12,11.5,177.1028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FDD58,7.76,0.059341019,99.77,1,2,6,12.86,798.96,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDT01,13.65,0.18520944,212.9902,1,2,3,15.6,3185.853,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDK15,10.8,0.098566832,98.3042,2,3,11,9.1,1488.063,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDJ08,11.1,0.11084417,189.2846,2,3,11,17.05,5159.2842,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDS10,19.2,0.0350152,182.0318,2,1,25,9.48,5954.2494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDJ55,12.8,0.023567538,226.8404,2,3,11,17.72,4500.808,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FDU32,8.785,0.0227454368,123.0414,1,1,12,14.01,121.8414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FDG09,20.6,0.04792722,185.9556,1,2,6,9.03,4318.3788,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDE39,7.89,0.036207786,121.0782,1,2,8,15.35,3456.1678,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDU56,16.85,0.044377096,185.8266,3,1,23,11.03,1659.8394,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCH55,16.35,0.034742632,127.402,1,2,8,7.79,759.012,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
FDX33,9.195000000000002,0.116915909,159.4578,2,1,25,17.34,4974.1918,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDR24,17.35,0.062979148,87.983,1,2,8,5.07,1707.777,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDC33,8.96,0.068604503,197.3768,2,1,25,22.03,7488.9184,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
NCV54,11.1,0.03294861,116.8124,2,1,25,10.52,2488.7604,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
NCQ02,12.6,0.007450258,186.7556,3,1,23,14.82,2816.334,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
NCU17,5.32,0.093027718,101.4674,2,3,11,19.07,2954.1546,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
NCZ06,19.6,0.164864915,255.2698,1,3,25,13.02,761.0094,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
FDV37,13.0,0.083498083,199.4426,1,2,6,15.34,593.2278,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
DRH25,18.7,0.014522363,50.2324,2,1,25,2.69,1298.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NCI43,19.85,0.025963795,46.3376,1,2,6,2.33,1150.5024,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
NCQ53,17.6,0.019012262,237.159,1,2,3,13.47,3072.667,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
NCT18,14.6,0.059393919,181.7976,1,2,6,12.45,3259.7568,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDF14,7.55,0.027212058,152.734,2,3,11,20.23,2756.412,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDM14,13.8,0.013263968,106.9254,1,3,13,7.75,2930.1858,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDX57,17.25,0.079113947,99.2068,1,1,12,5.75,97.2068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
NCV05,10.1,0.03020851,153.1656,1,3,13,15.16,1544.656,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDX39,14.3,0.049634817,212.5586,3,1,23,14.86,3165.879,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDA23,9.8,0.047187038,100.6016,1,3,13,10.27,1619.2256,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
NCV06,11.3,0.066681333,194.4478,1,3,13,17.21,387.4956,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
NCE31,7.67,0.185218446,36.3216,1,2,8,4.74,415.4592,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
DRI39,13.8,0.162462044,55.893,1,1,12,4.05,226.372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH21,10.395,0.031273559,160.0604,2,3,11,15.4,1267.6832,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDR26,20.7,0.042836778,175.8028,1,3,13,8.49,1593.9252,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDA14,16.1,0.114127418,147.176,1,3,25,9.14,585.904,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDG21,17.35,0.146895866,149.605,2,1,1,8.62,3745.125,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
NCQ38,16.35,0.013420879,104.828,2,1,1,6.41,1810.976,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
FDN20,19.35,0.026181893,167.0474,1,3,13,8.63,2358.2636,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
NCN29,15.2,0.012184999,50.3034,1,2,3,3.31,145.8102,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FDI28,14.3,0.026428924,78.2302,2,1,1,5.47,554.6114,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDA03,18.5,0.045243613,146.8102,2,1,25,7.94,3499.4448,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDZ28,20.0,0.0537175658,127.3678,1,3,13,6.37,1780.3492,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDO52,11.6,0.076790922,172.1106,2,1,25,14.84,2566.659,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDU10,10.1,0.045950475,38.2848,1,2,3,3.79,1230.3984,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
FDP13,8.1,0.133673087,41.548,2,1,25,5.13,918.804,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
FDV02,16.75,0.060252433,170.7106,2,1,25,10.19,3079.9908,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDS28,8.18,0.082529704,56.9588,2,3,11,6.96,744.3644,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FDW49,19.5,0.082552214,179.8002,1,3,13,9.22,716.4008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDP33,18.7,0.089272253,254.7672,1,3,13,13.62,5113.344,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDJ03,12.35,0.072541731,48.5692,1,2,8,3.93,886.8456,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
FDQ51,16.0,0.017536671,45.5718,3,1,23,2.85,1039.9796,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
DRK23,8.395,0.072088552,253.704,2,3,11,30.22,4554.072,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
FDU11,4.785,0.092781435,119.7098,1,2,8,25.02,1807.647,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
NCK06,5.03,0.008644894,122.6756,1,2,6,24.39,2665.8632,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDY09,15.6,0.025342692,174.3054,1,2,3,11.17,1751.054,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCY18,7.285,0.031145743,173.6054,1,2,6,23.83,2626.581,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDA10,20.35,0.137468237,120.9072,2,3,11,5.94,1470.0864,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDO34,17.7,0.030108283,165.9816,1,2,3,9.38,4362.3216,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDE38,6.5200000000000005,0.044391149,164.3842,2,1,25,25.21,4476.1734,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDF40,20.25,0.022639471,248.4092,1,2,3,12.27,2241.0828,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDY02,8.945,0.0913836609,264.791,1,2,3,29.6,4733.838,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDS03,7.825,0.139419417,66.0826,1,3,25,8.45,258.3304,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDB59,18.25,0.015278899,199.0084,1,3,13,10.9,3174.5344,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
NCQ42,20.35,0.039329257,127.6678,2,3,11,6.27,2924.8594,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
FDO15,16.75,0.008579863,72.3038,2,3,11,4.32,960.7494,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
DRN47,12.1,0.028164527,178.166,1,1,12,14.72,539.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FDA03,18.5,0.04385452222222222,144.2102,1,2,6,7.8,2041.3428,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDA01,15.0,0.054367971,58.5904,1,2,6,3.91,996.0368,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
FDB38,19.5,0.0273467,158.992,1,3,13,8.15,1757.712,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDT59,13.65,0.016001434,230.6668,1,2,3,16.9,1842.9344,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
