,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1477,NCT06,OUT017,2713.036745813055
1478,FDA48,OUT027,4952.28828265754
1479,FDY58,OUT027,5072.74115250988
1480,FDO25,OUT045,3272.402631999188
1481,FDN50,OUT045,1516.790464791441
1482,FDH35,OUT035,2764.967139374664
1483,FDK09,OUT045,3526.5759478513874
1484,FDO16,OUT013,1386.9878492096395
1485,FDW11,OUT045,983.2334046268943
1486,FDU47,OUT027,3749.0316312298
1487,NCQ42,OUT010,102.70324713095988
1488,FDK55,OUT027,2921.3456503805073
1489,FDN08,OUT049,1998.5649541351459
1490,FDT57,OUT045,3703.902339863602
1491,FDJ12,OUT018,3073.413968269915
1492,DRL59,OUT017,965.2037420818897
1493,NCN53,OUT046,594.2099999811835
1494,FDO51,OUT010,-1117.4173725091339
1495,FDK56,OUT017,3079.4545819753193
1496,FDY12,OUT035,1033.9010539302735
1497,FDU15,OUT035,843.9127915292484
1498,FDQ19,OUT046,3906.5012106052227
1499,DRF15,OUT045,2398.1786727586423
1500,DRE25,OUT019,-430.05184681629726
1501,FDK57,OUT018,1616.2096904197906
1502,FDD33,OUT010,1748.5359710746998
1503,FDR34,OUT027,5127.370465561712
1504,FDU04,OUT045,1881.2956311907392
1505,FDE35,OUT019,-873.0719531716852
1506,NCD31,OUT035,2729.195694919469
1507,FDJ56,OUT035,1746.1222031142488
1508,NCU53,OUT046,2594.567330463825
1509,FDD39,OUT035,3570.221664300041
1510,NCU17,OUT019,-277.0428567875347
1511,FDJ20,OUT046,2000.4384509216743
1512,NCW41,OUT018,2218.3415637758144
1513,FDL52,OUT035,843.3749055256385
1514,FDS39,OUT035,2435.500094887074
1515,DRJ47,OUT045,2677.8235519187792
1516,FDP13,OUT010,-1211.2111319733033
1517,DRK39,OUT010,-569.4506469226692
1518,FDF28,OUT010,133.30699111117792
1519,FDB09,OUT045,1938.6456041813253
1520,FDM51,OUT046,1677.4917492225186
1521,DRM49,OUT018,487.4511393872808
1522,DRF23,OUT013,2785.715662788096
1523,DRH01,OUT035,2859.306866119022
1524,FDH12,OUT027,3161.49580041006
1525,FDA28,OUT019,124.132373633302
1526,FDW37,OUT018,1172.3826738779726
1527,FDF02,OUT046,1655.8112810488283
1528,DRL37,OUT046,721.2741034667456
1529,NCF43,OUT046,2250.0776082613065
1530,FDH08,OUT010,1727.3262383113251
1531,FDR34,OUT019,1790.241433037315
1532,NCK19,OUT049,3145.1704746087935
1533,NCD55,OUT018,437.39439983580405
1534,FDT27,OUT049,3850.1815477036353
1535,FDQ57,OUT045,2291.803446907228
1536,FDA47,OUT035,2758.624941151902
1537,DRG15,OUT027,2466.357170309918
1538,FDE05,OUT018,2106.1272845039275
1539,FDN46,OUT046,1640.90312884174
1540,FDX27,OUT027,2990.1766866340613
1541,FDT51,OUT045,1773.8096224141718
1542,FDU33,OUT013,808.1749079045312
1543,FDJ16,OUT027,2407.7727972522416
1544,FDD20,OUT019,76.29164540210922
1545,FDT36,OUT049,676.6340692574086
1546,DRF15,OUT027,3890.060931654186
1547,FDN52,OUT010,-465.12977198685076
1548,FDC22,OUT027,4493.028926579757
1549,FDX15,OUT045,2483.043396321128
1550,FDT13,OUT013,3001.881224301248
1551,FDU04,OUT017,2051.7486035856737
1552,FDU31,OUT019,1603.5917316779332
1553,FDW59,OUT027,2872.2639829498903
1554,NCO29,OUT046,2613.200234020125
1555,FDL15,OUT035,2594.3218293867267
1556,FDI41,OUT049,2464.519678836081
1557,FDQ48,OUT049,1740.096568858302
1558,DRI39,OUT013,936.1127989955221
1559,FDI08,OUT013,4040.6809847511577
1560,FDC21,OUT049,1918.696491008569
1561,FDF58,OUT035,1177.3256551764325
1562,FDS08,OUT010,911.4336471356396
1563,FDE47,OUT045,1894.9025794220133
1564,NCP18,OUT019,523.3365310180238
1565,NCR41,OUT013,1584.9419630176208
1566,FDA27,OUT013,4100.272432091861
1567,FDA43,OUT035,3220.8865968272394
1568,FDA49,OUT045,1336.868699427846
1569,NCE55,OUT018,2511.3915828941354
1570,DRM49,OUT027,2225.9838544657086
1571,FDF22,OUT027,4851.85757746046
1572,FDQ15,OUT018,1077.82935389053
1573,NCS54,OUT017,2874.7598236127105
1574,NCY05,OUT013,642.9161217342607
1575,FDR45,OUT046,3797.3731938934625
1576,FDK57,OUT049,2021.0421145587916
1577,FDF41,OUT010,1980.5408435622785
1578,FDV21,OUT046,1972.0602208159235
1579,FDD51,OUT046,763.399942054587
1580,FDF33,OUT046,1780.9916982918412
1581,FDA38,OUT046,3790.779357519752
1582,FDR56,OUT045,3067.2007596627054
1583,NCN41,OUT017,2017.5726381457653
1584,FDC60,OUT027,2904.0551431136773
1585,FDB47,OUT045,3236.8408876608155
1586,DRH01,OUT013,2787.43503312316
1587,FDW08,OUT046,1680.6350389646905
1588,FDF38,OUT027,2175.599043697428
1589,FDY32,OUT017,2693.643832062671
1590,FDG34,OUT049,1898.9486091851713
1591,FDG47,OUT019,2209.1217132883867
1592,NCF18,OUT035,3111.767321992147
1593,FDL39,OUT019,1020.4305784221128
1594,NCH55,OUT035,2128.178886329616
1595,DRJ35,OUT049,1079.1909615381123
1596,FDS44,OUT035,3958.8095867503907
1597,DRE01,OUT018,3497.5989157009717
1598,FDY39,OUT013,2999.651204987871
1599,FDY32,OUT018,2297.4185012073604
1600,FDR33,OUT027,3236.43177904585
1601,NCP50,OUT049,1414.6528367921678
1602,FDZ47,OUT018,1345.2176856832994
1603,FDU57,OUT049,2562.456089529581
1604,FDY44,OUT013,3165.8713159115023
1605,DRH59,OUT018,931.0503493848282
1606,FDB03,OUT027,5281.767095761958
1607,FDY46,OUT045,2886.0124959721215
1608,FDM39,OUT045,2753.4889025364946
1609,FDY36,OUT035,1399.6100387618662
1610,NCM55,OUT035,3035.1583850498264
1611,FDJ50,OUT010,-1032.6674088083043
1612,DRL60,OUT013,2437.333534630443
1613,NCJ54,OUT049,3751.6491582628214
1614,FDX59,OUT017,716.744427664722
1615,FDI07,OUT013,3232.9470327625295
1616,DRF51,OUT010,-1266.9792369928364
1617,FDM14,OUT017,1876.7914074703813
1618,FDP21,OUT045,2952.5981986356364
1619,FDE40,OUT035,1213.938323020956
1620,FDE05,OUT035,2546.4130110851056
1621,FDM13,OUT027,3563.913256030123
1622,FDC34,OUT027,3968.9620437490094
1623,NCI55,OUT018,1669.513690077276
1624,NCE43,OUT018,2374.212306828903
1625,FDW58,OUT018,1455.8700837035385
1626,FDG60,OUT045,3639.2342562682006
1627,FDV31,OUT017,2902.1443679536033
1628,FDR47,OUT013,3101.6868949816508
1629,FDM60,OUT019,-1163.452831715855
1630,NCF06,OUT018,3784.4535625968165
1631,NCN26,OUT027,3307.1734365975362
1632,FDQ59,OUT049,1551.1000937175695
1633,FDF09,OUT046,663.3383017153219
1634,NCS06,OUT017,4259.342898141369
1635,FDT44,OUT046,1882.3881306328158
1636,FDI19,OUT017,3977.3246218682643
1637,FDT22,OUT017,1069.1161377155422
1638,NCF54,OUT027,4141.946464185951
1639,DRG25,OUT045,2871.5199778986926
1640,FDB59,OUT017,3228.0916114950523
1641,FDQ37,OUT017,3177.1610636513224
1642,FDP56,OUT035,963.2579041418567
1643,FDW44,OUT035,2935.2466406507674
1644,FDJ26,OUT010,1530.8528786129355
1645,FDU43,OUT018,3531.725803337674
1646,FDW33,OUT045,1606.3178812934966
1647,NCX53,OUT027,3736.460052443891
1648,FDN56,OUT010,458.6668634178736
1649,DRF15,OUT049,2536.6377195425066
1650,FDO33,OUT017,1922.9824327164715
1651,FDZ39,OUT010,-180.8255952629279
1652,NCJ19,OUT017,975.7174256798185
1653,FDU01,OUT035,3122.211537626944
1654,FDT12,OUT035,3737.6022695367847
1655,NCM18,OUT018,705.0701547949834
1656,FDP19,OUT017,2139.224795812099
1657,NCR42,OUT049,666.5040217637329
1658,FDN10,OUT046,1893.486738247042
1659,FDG44,OUT017,1004.5106478332955
1660,FDQ10,OUT046,2730.794602053151
1661,DRH13,OUT049,1787.5931326992113
1662,FDT52,OUT013,3944.553712241739
1663,FDM56,OUT045,1714.261582079209
1664,NCO43,OUT010,-309.34931178843
1665,NCV29,OUT035,2944.0763064405055
1666,NCF06,OUT013,4116.7918280603935
1667,FDO50,OUT035,1620.4975038641005
1668,FDT59,OUT013,3699.3996713072574
1669,FDX40,OUT027,2079.100664259986
1670,FDE50,OUT017,3102.530900546214
1671,FDX51,OUT017,3278.061928578065
1672,NCD30,OUT018,1298.0383606070332
1673,FDK15,OUT013,1654.4595336048324
1674,FDL12,OUT045,955.0308425211751
1675,FDK46,OUT017,4193.348929696694
1676,DRH49,OUT010,-600.3077007390027
1677,FDQ57,OUT046,2358.4508783114316
1678,FDY59,OUT017,1623.682693291843
1679,FDO09,OUT018,3872.532364762583
1680,NCG30,OUT035,2112.879549088125
1681,FDM09,OUT017,2818.358140414505
1682,NCN17,OUT027,3056.603475753983
1683,NCS42,OUT013,1465.244826932193
1684,FDD02,OUT019,-36.18258753443979
1685,FDE34,OUT013,2904.7627710851057
1686,FDU38,OUT045,2981.929506131335
1687,FDB33,OUT046,2539.8122778567013
1688,NCJ29,OUT017,1503.2655466757647
1689,FDZ27,OUT035,976.5333864416143
1690,FDI40,OUT013,1664.5726738407966
1691,FDG22,OUT013,728.7059118024827
1692,FDT51,OUT017,1950.2446305873
1693,FDF20,OUT018,2877.543300460081
1694,FDV50,OUT035,2088.117640543651
1695,FDT02,OUT049,753.7447167026021
1696,DRC49,OUT017,2404.3083810830894
1697,FDF26,OUT049,2567.3885868838443
1698,FDV52,OUT035,2056.4122336011396
1699,FDX59,OUT049,730.5547052587708
1700,FDV25,OUT035,3665.3907567186843
1701,FDW23,OUT027,2104.678761057852
1702,FDE53,OUT018,1461.0132472466576
1703,FDA19,OUT017,2179.307137836483
1704,FDH22,OUT046,1980.7117659897467
1705,NCO41,OUT013,1601.490213195235
1706,FDX12,OUT017,3966.598036182897
1707,FDF17,OUT013,3133.824869280287
1708,FDS11,OUT045,3512.0094913233543
1709,FDR51,OUT035,2576.7290005340456
1710,FDT49,OUT010,-243.04404513566487
1711,FDC56,OUT013,1943.568360775248
1712,FDR13,OUT027,3358.9559403392095
1713,FDQ60,OUT035,2086.788346118532
1714,FDN38,OUT049,4052.885967697074
1715,NCL29,OUT013,2512.7966670888254
1716,FDO13,OUT027,4072.955309126288
1717,FDE26,OUT018,2022.2441306103774
1718,FDA31,OUT010,819.4817640667184
1719,FDX14,OUT035,1398.2978827711495
1720,FDA34,OUT045,2709.3585641047166
1721,FDF26,OUT013,2517.2950886723784
1722,FDE38,OUT045,2580.039093777007
1723,DRI11,OUT046,1806.5305614865947
1724,FDQ60,OUT027,3364.313061914645
1725,FDL21,OUT027,2187.871703894977
1726,DRC12,OUT027,4472.471583390386
1727,FDC47,OUT046,3597.4059662731925
1728,FDE57,OUT045,2201.000693285264
1729,FDT14,OUT045,1888.6535093906332
1730,NCZ53,OUT046,2984.777835600634
1731,FDE28,OUT018,3393.959879425307
1732,FDR19,OUT035,2491.420968687745
1733,NCF54,OUT019,832.5421099483174
1734,FDZ08,OUT046,1374.1830203637073
1735,NCJ05,OUT018,2165.2718314968843
1736,FDF59,OUT046,2014.014159504436
1737,NCO05,OUT035,1741.345675264709
1738,FDW24,OUT018,551.2765134790188
1739,NCX42,OUT018,2361.485443348369
1740,NCA53,OUT035,947.2731404633814
1741,FDI45,OUT019,925.018241618533
1742,FDG46,OUT046,1853.2826265769909
1743,FDM20,OUT010,1946.9886802877818
1744,FDW11,OUT010,-897.775002458819
1745,FDX08,OUT035,3010.4998228878985
1746,NCK17,OUT035,824.2820129523107
1747,FDK32,OUT018,2203.5733071883187
1748,NCA42,OUT035,2670.3878291439396
1749,DRI01,OUT035,2847.5179355920955
1750,NCL55,OUT049,4082.0890839592394
1751,DRE25,OUT018,1232.9557544330128
1752,FDD14,OUT017,2979.665132438042
1753,FDB10,OUT046,3723.9249870805343
1754,DRN11,OUT035,2431.565370884153
1755,FDP38,OUT018,576.9780143194139
1756,NCA30,OUT017,3044.4491535006828
1757,FDT15,OUT017,3086.1033869052762
1758,NCP55,OUT018,655.3400403966248
1759,FDF12,OUT035,2513.2585256529946
1760,FDM21,OUT018,3757.4495440333485
1761,FDX56,OUT035,3472.7305771699803
1762,FDF10,OUT017,2453.6813971708298
1763,FDT32,OUT045,2978.2469502955782
1764,FDM51,OUT018,1421.0585732378363
1765,NCR50,OUT018,2180.3352718619735
1766,FDI19,OUT049,3943.7355439861167
1767,FDX21,OUT017,1823.1930986233829
1768,FDR31,OUT035,2527.4213203314375
1769,FDY02,OUT013,4193.2403703837135
1770,NCA29,OUT045,2628.628456784615
1771,NCX17,OUT046,3628.5431484395867
1772,FDM12,OUT045,2974.84762577483
1773,FDI53,OUT027,4029.844976829786
1774,NCU30,OUT049,2688.420915725911
1775,FDC56,OUT027,3375.7114472382045
1776,FDK27,OUT018,1715.0789928954782
1777,NCK18,OUT017,2748.431374442307
1778,FDB52,OUT019,2179.9686897389047
1779,DRG25,OUT027,4426.695942739121
1780,FDZ13,OUT049,977.2696883221279
1781,FDB57,OUT019,1711.7165628828361
1782,FDR40,OUT046,1411.3940360937559
1783,NCO14,OUT019,-1159.228020514354
1784,NCN19,OUT045,2940.2394903527857
1785,FDQ28,OUT019,611.8508880367244
1786,FDO13,OUT018,2358.266282799281
1787,FDK48,OUT013,1307.7434640952179
1788,FDU07,OUT018,2175.062079370924
1789,FDW20,OUT046,1982.3862159943646
1790,FDV12,OUT010,-287.918933604461
1791,FDH24,OUT013,2560.3300585098214
1792,FDV59,OUT049,3546.0612564457642
1793,FDK57,OUT045,1838.9785699947333
1794,FDL16,OUT027,2194.4717918674924
1795,NCQ17,OUT046,2445.6300345247446
1796,FDJ15,OUT018,2720.5748697896106
1797,FDX24,OUT049,1627.213817132062
1798,FDT47,OUT046,1616.5264749041098
1799,FDT10,OUT049,1127.7823166190628
1800,FDZ37,OUT018,1204.8066431181392
1801,FDW43,OUT027,5149.4704334918115
1802,DRN36,OUT017,1636.2306819540827
1803,FDJ14,OUT045,1296.9175084784074
1804,FDA32,OUT013,3506.4010129713397
1805,FDJ38,OUT019,1146.4315547791502
1806,FDQ57,OUT017,2462.363442283662
1807,NCQ41,OUT019,1154.9124887520238
1808,FDG56,OUT049,1128.4094715886104
1809,DRC13,OUT027,3455.5043428528725
1810,FDV55,OUT035,2474.1982883857218
1811,FDQ49,OUT045,2497.825769021095
1812,FDE29,OUT010,-957.0117911197945
1813,FDR03,OUT013,3382.876007170197
1814,FDD45,OUT049,1604.6728036345758
1815,FDN38,OUT010,2049.31410516531
1816,FDT56,OUT046,993.2503081417453
1817,FDT48,OUT045,3079.791305554525
1818,FDU03,OUT049,3005.283045615455
1819,FDC56,OUT010,-29.75036919410104
1820,NCO43,OUT027,3026.5477071129344
1821,FDQ27,OUT017,1793.268028553959
1822,FDR03,OUT046,3354.390559611702
1823,DRH23,OUT010,-1069.659185520094
1824,FDG22,OUT045,634.1199061865209
1825,NCJ42,OUT013,1689.1167565796877
1826,FDR24,OUT046,1508.3336633311965
1827,FDW60,OUT035,2985.2073492921554
1828,FDJ08,OUT013,3036.2096709637563
1829,DRL59,OUT018,585.5371809578655
1830,FDG60,OUT010,1759.5487411430695
1831,FDW27,OUT017,2623.757658217898
1832,FDX14,OUT018,1004.30519731597
1833,FDC20,OUT013,977.143780351782
1834,NCS29,OUT018,3850.7314114679248
1835,FDJ56,OUT046,1607.2800380817243
1836,FDB20,OUT019,-619.1164125665043
1837,FDL28,OUT027,5113.16040723226
1838,FDW01,OUT018,2147.0668827352565
1839,FDL03,OUT046,3178.8563781566836
1840,FDX22,OUT049,3475.2947626776795
1841,FDJ21,OUT035,2507.8604806415997
1842,FDR31,OUT045,2349.029403528567
1843,FDG21,OUT035,2601.367350640722
1844,FDS22,OUT027,2226.2576704851435
1845,FDK08,OUT035,1788.1876887601911
1846,FDE17,OUT018,2186.616937851504
1847,NCN30,OUT017,1644.0081471658577
1848,FDT50,OUT046,1611.4010591792194
1849,NCX42,OUT049,2697.0741803162537
1850,FDJ12,OUT035,3498.6787121241796
1851,NCA18,OUT027,3301.9638802847776
1852,FDP23,OUT019,1569.2232768455424
1853,FDX12,OUT013,3896.6856186436353
1854,FDN40,OUT018,2152.3219631321463
1855,FDV48,OUT035,1468.2171056883835
1856,NCY54,OUT013,2713.0277112844533
1857,FDL16,OUT010,-1174.5798327388068
1858,FDR45,OUT018,3527.5456006483673
1859,FDJ52,OUT046,2576.2649019204555
1860,DRG01,OUT017,1363.5271234887332
1861,FDP52,OUT013,3726.365115733178
1862,FDU58,OUT017,3100.819954196142
1863,FDL02,OUT045,1652.3508109539507
1864,FDG28,OUT013,3930.1448003403575
1865,FDA19,OUT035,2200.8528968466826
1866,FDW46,OUT027,2563.62140715882
1867,NCD43,OUT049,1748.7203756644167
1868,DRG39,OUT013,894.1304752729966
1869,NCF55,OUT049,705.994994688408
1870,FDJ07,OUT046,1908.8409803185723
1871,FDE08,OUT046,2413.8419103295846
1872,FDP56,OUT019,-1058.8732900572857
1873,FDT45,OUT045,810.9828205940275
1874,FDF17,OUT018,2798.510738763026
1875,FDX44,OUT046,1446.0566178350873
1876,FDM28,OUT027,4301.987116519308
1877,FDI36,OUT049,3259.2529097700153
1878,FDS07,OUT045,1776.2811532330652
1879,FDD36,OUT045,1820.7017816862335
1880,FDW11,OUT046,1004.1112119309373
1881,FDN40,OUT049,2551.224821964236
1882,NCQ18,OUT049,1637.0771427170384
1883,NCQ54,OUT017,2744.3266321020938
1884,NCS42,OUT045,1390.2417518857378
1885,DRH39,OUT010,-683.0834021688104
1886,FDC09,OUT027,3183.375375342762
1887,FDT08,OUT010,509.46959179969326
1888,FDC08,OUT035,3758.6711435669513
1889,FDT20,OUT017,770.0232996923105
1890,FDS35,OUT035,1186.1054141804962
1891,FDX58,OUT018,2613.4540410637255
1892,FDW58,OUT046,1715.3972574647787
1893,DRD27,OUT046,1611.0144538252216
1894,FDH32,OUT019,-318.8651493697266
1895,FDS26,OUT035,4285.080686379964
1896,FDQ31,OUT046,1466.9485158768612
1897,FDP11,OUT018,3220.2693123500903
1898,FDD58,OUT017,1704.4526268854634
1899,FDM33,OUT045,3390.36217979911
1900,FDZ16,OUT049,3204.3697035739106
1901,NCS29,OUT010,2221.992217666275
1902,NCM18,OUT019,-953.8844325913421
1903,FDP11,OUT049,3592.065101883385
1904,NCC42,OUT017,2353.971622372672
1905,DRM23,OUT046,2708.8446039382725
1906,NCN55,OUT027,5212.210108693619
1907,FDK46,OUT013,4100.6608587076435
1908,FDR01,OUT046,3170.1054721795635
1909,NCA05,OUT045,2318.31508968485
1910,NCP43,OUT017,2909.6938458441728
1911,FDR12,OUT010,838.9770994021505
1912,FDQ01,OUT013,4088.8364442776565
1913,FDM13,OUT046,2089.0272463234505
1914,FDQ19,OUT017,4011.8134001983
1915,FDK56,OUT019,1032.6567246470045
1916,NCX06,OUT010,967.9812579773597
1917,FDO56,OUT027,3404.685596040832
1918,FDU45,OUT045,1779.7723185258174
1919,FDI16,OUT019,-979.585445218682
1920,FDL32,OUT046,1847.3530784834056
1921,FDA07,OUT046,2025.8989718385092
1922,FDA14,OUT045,2299.2545128786533
1923,FDV46,OUT027,3711.5783172687006
1924,NCO07,OUT035,3524.5050044403615
1925,NCP41,OUT046,1690.323729540206
1926,FDY60,OUT018,2052.7230601555975
1927,FDN38,OUT017,4094.0244412590564
1928,FDO15,OUT046,1310.7061547049434
1929,FDT60,OUT013,1972.2446316006417
1930,FDA55,OUT035,3757.2786666299944
1931,FDE02,OUT010,-405.28758102025176
1932,DRJ39,OUT049,3607.3689372052086
1933,FDV34,OUT035,1436.2393769319324
1934,FDS20,OUT027,4381.667462976887
1935,FDF02,OUT027,3093.2233758376206
1936,FDW40,OUT017,2432.8731602638163
1937,NCB43,OUT046,2918.2193783248185
1938,FDR58,OUT017,1579.0489109402188
1939,DRJ59,OUT035,830.4440206015347
1940,NCD30,OUT017,1683.687202428171
1941,FDE14,OUT017,1732.7163984933604
1942,FDC28,OUT018,1454.2448933583569
1943,FDU16,OUT018,1138.1638569842767
1944,NCD19,OUT035,1058.276017415431
1945,FDU21,OUT046,662.4268507336192
1946,FDV59,OUT027,4919.140502340937
1947,FDU03,OUT045,2860.0908242803634
1948,FDC33,OUT010,1275.911316270046
1949,NCR42,OUT035,739.8674898381391
1950,DRH59,OUT035,1372.599016422847
1951,NCM31,OUT035,2398.987719956056
1952,FDS50,OUT035,3684.5917000795425
1953,FDP39,OUT046,879.2869879571208
1954,FDQ55,OUT013,1965.9850687107482
1955,FDV36,OUT019,86.91128917040169
1956,FDI05,OUT027,2741.2689572759873
1957,FDS45,OUT027,3213.9384771945943
1958,FDA39,OUT045,625.4900903118041
1959,FDC37,OUT010,-174.56330627525722
1960,FDJ60,OUT027,4133.055430617748
1961,DRQ35,OUT046,1942.0882888835313
1962,NCJ06,OUT046,1891.2929708228185
1963,NCY42,OUT018,2031.602573576506
1964,DRM37,OUT049,3170.428199823373
1965,FDR14,OUT045,783.4769722157416
1966,FDE51,OUT049,884.6790066337044
1967,FDT33,OUT017,2799.5657420707403
1968,FDR08,OUT013,1849.3388105781187
1969,FDE36,OUT010,715.9091987863994
1970,FDL22,OUT019,-431.139790851425
1971,FDR44,OUT013,2156.5369229753996
1972,FDI56,OUT019,-448.1354608674633
1973,FDE47,OUT010,97.00235162442505
1974,FDV27,OUT010,-404.0315951399366
1975,FDV10,OUT049,844.9331573442896
1976,FDC40,OUT045,1273.5974969784884
1977,NCX41,OUT013,3372.352197550761
1978,NCQ38,OUT027,3130.409552919875
1979,FDV12,OUT027,3108.9662555226632
1980,FDE52,OUT017,1602.9276322987353
1981,FDG20,OUT027,4295.058923494276
1982,FDV16,OUT027,2085.095969880037
1983,FDI32,OUT017,1919.1119867903744
1984,FDJ32,OUT049,1117.6894616789605
1985,FDN39,OUT018,2470.953416161198
1986,FDY34,OUT017,2822.07459579823
1987,FDC14,OUT035,894.6206967144126
1988,FDA55,OUT017,3722.249032197229
1989,FDZ50,OUT010,1010.7034839989515
1990,DRG13,OUT049,2716.00470961873
1991,FDP01,OUT013,2526.4795201818242
1992,NCG54,OUT017,2817.36084307278
1993,FDM13,OUT045,2032.886645833053
1994,NCO18,OUT027,4272.171724349955
1995,NCW41,OUT013,2517.4225604747335
1996,FDM52,OUT027,3830.5006666118143
1997,NCF55,OUT035,744.7636836497368
1998,FDT09,OUT046,2140.235058921944
1999,NCM19,OUT035,1897.9021437568117
2000,FDW12,OUT018,2123.1442338625893
2001,FDP15,OUT019,2142.9177686833737
2002,FDK36,OUT045,756.2381406977311
2003,FDZ25,OUT035,2921.72003877474
2004,NCW06,OUT049,3129.508943687987
2005,FDW60,OUT046,2876.5725508246933
2006,DRC49,OUT013,2340.32738969363
2007,NCT17,OUT035,3123.720202024854
2008,NCN06,OUT018,2308.2532153095535
2009,FDC45,OUT013,2738.679654751156
2010,DRJ47,OUT019,806.308359632154
2011,NCF06,OUT045,3993.69528843248
2012,FDE21,OUT010,-20.94025884518578
2013,DRG27,OUT013,714.2889856781408
2014,FDW40,OUT049,2400.95635384666
2015,NCO53,OUT046,2878.9209030630755
2016,FDE23,OUT049,890.6415595420158
2017,FDQ16,OUT046,1741.7036344930948
2018,FDS26,OUT045,4028.1758147653163
2019,FDZ13,OUT010,-1102.123028261788
2020,FDS14,OUT049,2605.473273176435
2021,FDC10,OUT045,1865.115429633167
2022,FDY16,OUT049,3056.972809628195
2023,FDJ20,OUT035,2182.8163180595266
2024,FDV43,OUT035,877.0594093536838
2025,FDZ32,OUT027,3211.8839800546575
2026,FDR23,OUT046,2781.780415433278
2027,FDN24,OUT035,1004.7232626828954
2028,FDE34,OUT027,4335.443192308912
2029,FDU31,OUT013,3561.280512909312
2030,FDW33,OUT018,1434.5265133283306
2031,FDU26,OUT046,1930.4458954028396
2032,FDE20,OUT027,4225.552615638634
2033,NCW05,OUT035,1800.1919196846493
2034,FDB22,OUT018,2136.5420375003987
2035,FDO56,OUT046,1913.339034263512
2036,FDA19,OUT027,3521.88291216199
2037,DRI39,OUT045,843.0825024741603
2038,FDH52,OUT018,750.0197300684886
2039,FDZ50,OUT035,3089.5817225004776
2040,NCN42,OUT035,2494.3561715405085
2041,FDB53,OUT013,2389.674768828456
2042,DRG11,OUT017,1827.4587872181437
2043,DRK11,OUT027,3836.058537883655
2044,FDQ60,OUT017,2074.1974313119736
2045,FDT36,OUT017,690.1792883080925
2046,DRG25,OUT018,2656.2550265573864
2047,DRJ23,OUT046,2996.8551841721564
2048,FDG05,OUT035,2702.048216956421
2049,NCK06,OUT018,1642.5707947509245
2050,FDU52,OUT017,2567.0919834996284
2051,FDW07,OUT018,1192.0826266514428
2052,NCM17,OUT045,660.5932671961282
2053,FDA22,OUT045,2601.710613768938
2054,NCA41,OUT018,2773.7232335033277
2055,FDF38,OUT035,905.9109846627634
2056,FDH52,OUT046,1055.487275251071
2057,FDY58,OUT019,1691.6455411238076
2058,FDZ16,OUT045,3035.78236713121
2059,NCM18,OUT017,1080.2678289390033
2060,FDA22,OUT018,2365.332100413886
2061,NCJ43,OUT035,2924.813768662373
2062,FDI34,OUT027,5138.312629803177
2063,FDG56,OUT046,1047.2917326839752
2064,FDS34,OUT046,1878.3543337833808
2065,DRC01,OUT035,1017.9420543506649
2066,FDQ04,OUT035,810.5680902688418
2067,FDK04,OUT035,1092.727759444011
2068,FDT51,OUT049,1933.3563614777077
2069,FDV26,OUT017,3248.3742442571074
2070,FDS04,OUT049,2387.3715614592647
2071,FDW43,OUT018,3403.139207795326
2072,FDQ28,OUT010,581.2205638495152
2073,NCK06,OUT017,2022.2428356715518
2074,FDS23,OUT018,1774.341091812329
2075,FDZ36,OUT019,1099.1754283036184
2076,FDE56,OUT018,769.11850006861
2077,FDW10,OUT027,4218.422434754696
2078,NCN14,OUT045,2834.2378756818234
2079,NCQ18,OUT045,1478.9547862001446
2080,FDW08,OUT017,1811.7141616993777
2081,FDU43,OUT035,3938.8409990292994
2082,FDR33,OUT010,-173.74792710445126
2083,FDM24,OUT010,520.4840293120951
2084,NCZ05,OUT046,1631.4560022453634
2085,NCV41,OUT035,1935.8505875623823
2086,FDV11,OUT018,2532.363822509774
2087,NCY05,OUT035,765.7453312888683
2088,FDV44,OUT018,2765.0803039997973
2089,FDW32,OUT049,1519.7708067359863
2090,NCU18,OUT027,3722.8661208514804
2091,NCC43,OUT035,4080.5835785368563
2092,FDW19,OUT013,1868.1310248270165
2093,FDN31,OUT035,3182.264512697632
2094,FDI48,OUT045,814.177192656326
2095,FDS24,OUT017,1599.6741438406698
2096,FDF46,OUT049,1924.8362045552412
2097,DRG23,OUT017,2510.0763526584733
2098,FDG14,OUT018,2179.018989770185
2099,NCY30,OUT049,2922.933668804144
2100,FDO28,OUT018,1657.6996650178098
2101,DRD24,OUT035,2425.268755123163
2102,FDI33,OUT049,1565.6091135081388
2103,FDN32,OUT046,2963.130594097811
2104,FDR16,OUT045,3342.880491859568
2105,FDF26,OUT046,2494.079737772716
2106,NCN29,OUT018,534.4469183059641
2107,FDE20,OUT045,2690.0449584713533
2108,FDA46,OUT046,3025.8015795937927
2109,FDU28,OUT045,2934.0741419984206
2110,FDQ48,OUT045,1583.4185814093817
2111,FDV36,OUT013,2069.671485080701
2112,FDR14,OUT018,587.4701581193112
2113,FDP23,OUT017,3563.4794887600683
2114,FDP56,OUT013,894.6374276938677
2115,FDK48,OUT010,-658.3969157490269
2116,FDR48,OUT046,2420.2407426412656
2117,NCY29,OUT049,1009.6784200532106
2118,FDM22,OUT018,649.8322936748796
2119,DRJ01,OUT013,2589.3428349410024
2120,FDZ43,OUT045,3848.0091628794553
