Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_Bin
FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,OUT049,Medium,Tier 1,Supermarket Type1,1657.842,Non_Perishable,FD,11,12.53,medium
FDX25,16.7,Low Fat,0.102055777,Canned,184.0292,OUT046,Small,Tier 1,Supermarket Type1,3101.2964,Non_Perishable,FD,13,11.02,high
FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,Small,Tier 2,Supermarket Type1,1347.5792,Perishable,FD,3,4.76,low
FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,OUT017,Small,Tier 2,Supermarket Type1,2270.378,Non_Perishable,FD,3,8.13,medium
FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,OUT035,Small,Tier 2,Supermarket Type1,2556.672,Non_Perishable,FD,6,22.68,high
FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,OUT013,High,Tier 3,Supermarket Type1,3779.0808,Non_Perishable,FD,23,13.54,high
FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,Medium,Tier 1,Supermarket Type1,1505.3738,Non_Perishable,FD,11,13.5,medium
NCC55,10.695,No_Fat,0.06375108,Household,36.7848,OUT035,Small,Tier 2,Supermarket Type1,782.9808,Non_Perishable,NC,6,3.44,low
FDA38,5.44,Low Fat,0.04461205,Dairy,241.1538,OUT019,Small,Tier 1,Grocery Store,480.7076,Perishable,FD,25,44.33,very_high
FDK44,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,OUT035,Small,Tier 2,Supermarket Type1,1911.5118,Perishable,FD,6,10.46,high
FDZ57,10.0,Regular,0.037764307,Snack Foods,127.2994,OUT046,Small,Tier 1,Supermarket Type1,642.497,Non_Perishable,FD,13,12.73,medium
NCN14,19.1,No_Fat,0.092437711,Others,185.2608,OUT017,Small,Tier 2,Supermarket Type1,1470.0864,Non_Perishable,NC,3,9.7,high
NCB06,17.6,No_Fat,0.137807013,Health and Hygiene,161.792,OUT010,Small,Tier 3,Grocery Store,159.792,Non_Perishable,NC,12,9.19,high
DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,OUT049,Medium,Tier 1,Supermarket Type1,6309.7866,Non_Perishable,DR,11,12.07,very_high
FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,OUT049,Medium,Tier 1,Supermarket Type1,633.8416,Non_Perishable,FD,11,3.81,low
NCS38,8.6,No_Fat,0.090558833,Household,112.6176,OUT018,Medium,Tier 3,Supermarket Type2,3091.9752,Non_Perishable,NC,1,13.1,medium
FDQ16,19.7,Low Fat,0.041703666,Frozen Foods,109.1912,OUT013,High,Tier 3,Supermarket Type1,1637.868,Non_Perishable,FD,23,5.54,medium
FDS40,15.35,Low Fat,0.014098693,Frozen Foods,37.219,OUT017,Small,Tier 2,Supermarket Type1,805.618,Non_Perishable,FD,3,2.42,low
FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,OUT017,Small,Tier 2,Supermarket Type1,3767.0964,Non_Perishable,FD,3,30.93,high
FDV31,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,OUT045,Small,Tier 2,Supermarket Type1,529.311,Perishable,FD,8,17.89,high
NCD42,16.5,No_Fat,0.012663476,Health and Hygiene,39.3506,OUT045,Small,Tier 2,Supermarket Type1,645.1602,Non_Perishable,NC,8,2.38,low
FDT20,10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,OUT035,Small,Tier 2,Supermarket Type1,849.5608,Perishable,FD,6,3.82,low
NCN19,13.1,No_Fat,0.012148836,Others,191.353,OUT018,Medium,Tier 3,Supermarket Type2,1328.271,Non_Perishable,NC,1,14.61,high
FDW21,5.34,Regular,0.005935001,Snack Foods,98.8358,OUT027,Medium,Tier 3,Supermarket Type3,2010.716,Non_Perishable,FD,25,18.51,medium
FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,OUT045,Small,Tier 2,Supermarket Type1,4364.9848,Non_Perishable,FD,8,21.13,high
FDI28,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,OUT045,Small,Tier 2,Supermarket Type1,792.302,Non_Perishable,FD,8,5.57,medium
FDG44,6.13,Low Fat,0.088147216,Fruits and Vegetables,55.7298,OUT027,Medium,Tier 3,Supermarket Type3,2804.3496,Perishable,FD,25,9.09,low
DRF60,10.8,Low Fat,0.052174319,Soft Drinks,240.3564,OUT045,Small,Tier 2,Supermarket Type1,4290.4152,Non_Perishable,DR,8,22.26,very_high
FDQ36,7.8549999999999995,Regular,0.12578171566666665,Baking Goods,38.1848,OUT019,Small,Tier 1,Grocery Store,37.2848,Non_Perishable,FD,25,4.86,low
FDP34,12.85,Low Fat,0.137786856,Snack Foods,157.763,OUT018,Medium,Tier 3,Supermarket Type2,2659.871,Non_Perishable,FD,1,12.28,high
FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,Small,Tier 2,Supermarket Type1,5406.296,Perishable,FD,6,27.23,high
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,Small,Tier 2,Supermarket Type1,930.1226,Non_Perishable,FD,6,9.3,medium
DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,OUT046,Small,Tier 1,Supermarket Type1,1826.9552,Non_Perishable,DR,13,29.0,very_high
FDY10,17.6,Low Fat,0.049345425,Snack Foods,115.4176,OUT017,Small,Tier 2,Supermarket Type1,1145.176,Non_Perishable,FD,3,6.56,medium
FDI02,15.7,Regular,0.11521312,Canned,112.0202,OUT017,Small,Tier 2,Supermarket Type1,3150.5656,Non_Perishable,FD,3,7.14,medium
FDE41,9.195000000000002,Regular,0.05695446877777778,Frozen Foods,83.7566,OUT019,Small,Tier 1,Grocery Store,253.6698,Non_Perishable,FD,25,9.11,medium
FDZ52,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,OUT013,High,Tier 3,Supermarket Type1,1779.0176,Non_Perishable,FD,23,5.87,medium
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,Medium,Tier 3,Supermarket Type2,1185.7898,Non_Perishable,FD,1,12.52,medium
DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,Small,Tier 3,Grocery Store,467.3916,Non_Perishable,DR,12,12.0,very_high
FDV48,9.195,Regular,0.051908824,Baking Goods,78.1644,OUT017,Small,Tier 2,Supermarket Type1,1414.1592,Non_Perishable,FD,3,8.5,medium
FDR48,11.65,Low Fat,0.131770922,Baking Goods,151.1024,OUT045,Small,Tier 2,Supermarket Type1,1518.024,Non_Perishable,FD,8,12.97,high
NCD54,21.1,No_Fat,0.028984804,Household,146.1786,OUT013,High,Tier 3,Supermarket Type1,3034.0506,Non_Perishable,NC,23,6.93,high
NCT54,8.695,No_Fat,0.120211747,Household,93.2094,OUT017,Small,Tier 2,Supermarket Type1,666.4658,Non_Perishable,NC,3,10.72,medium
FDH02,7.27,Regular,0.02076385,Canned,89.0488,OUT013,High,Tier 3,Supermarket Type1,181.0976,Non_Perishable,FD,23,12.25,medium
NCD43,8.85,No_Fat,0.016006626,Household,105.6964,OUT013,High,Tier 3,Supermarket Type1,210.3928,Non_Perishable,NC,23,11.94,medium
FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,Small,Tier 2,Supermarket Type1,1662.5026,Non_Perishable,FD,6,8.22,high
NCO42,21.25,No_Fat,0.024536199,Household,144.6102,OUT027,Medium,Tier 3,Supermarket Type3,3791.0652,Non_Perishable,NC,25,6.81,high
FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,Medium,Tier 1,Supermarket Type1,402.809,Non_Perishable,FD,11,8.66,medium
FDG24,7.975,Low Fat,0.014653896,Baking Goods,82.425,OUT049,Medium,Tier 1,Supermarket Type1,749.025,Non_Perishable,FD,11,10.34,medium
NCO17,10.0,No_Fat,0.073794811,Health and Hygiene,121.444,OUT017,Small,Tier 2,Supermarket Type1,2516.724,Non_Perishable,NC,3,12.14,medium
FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,Small,Tier 1,Supermarket Type1,5556.7668,Non_Perishable,FD,13,31.18,very_high
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,Small,Tier 2,Supermarket Type1,1022.6688,Non_Perishable,FD,6,3.92,low
NCY18,7.285,No_Fat,0.052141447,Household,174.9054,OUT010,Small,Tier 3,Grocery Store,525.3162,Non_Perishable,NC,12,24.01,high
DRE48,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,OUT045,Small,Tier 2,Supermarket Type1,1576.6144,Non_Perishable,DR,8,23.28,high
FDV60,20.2,Regular,0.196438668,Baking Goods,194.611,OUT010,Small,Tier 3,Grocery Store,392.822,Non_Perishable,FD,12,9.63,high
FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,Medium,Tier 1,Supermarket Type1,5257.1568,Perishable,FD,11,21.45,high
FDL20,17.1,Low Fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,Medium,Tier 3,Supermarket Type3,4447.544,Perishable,FD,25,6.5,medium
NCZ53,9.6,No_Fat,0.024358634,Health and Hygiene,190.4214,OUT027,Medium,Tier 3,Supermarket Type3,5652.642,Non_Perishable,NC,25,19.84,high
DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,Small,Tier 2,Supermarket Type1,3033.3848,Non_Perishable,DR,6,18.31,high
FDV16,7.75,Regular,0.082930699,Frozen Foods,35.2558,OUT046,Small,Tier 1,Supermarket Type1,780.9834,Non_Perishable,FD,13,4.55,low
FDY19,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,OUT013,High,Tier 3,Supermarket Type1,2474.7786,Perishable,FD,23,5.87,medium
FDY12,9.8,Regular,0.235354055,Baking Goods,50.8008,OUT010,Small,Tier 3,Grocery Store,101.2016,Non_Perishable,FD,12,5.18,low
FDM15,11.8,Regular,0.057746382,Meat,152.4366,OUT017,Small,Tier 2,Supermarket Type1,3929.5516,Perishable,FD,3,12.92,high
FDP12,9.8,Regular,0.045337184,Baking Goods,36.8874,OUT049,Medium,Tier 1,Supermarket Type1,564.5984,Non_Perishable,FD,11,3.76,low
FDT21,7.42,Low Fat,0.020374875,Snack Foods,248.0092,OUT013,High,Tier 3,Supermarket Type1,1245.046,Non_Perishable,FD,23,33.42,very_high
DRE49,20.75,Low Fat,0.035568147,Soft Drinks,151.8024,OUT010,Small,Tier 3,Grocery Store,151.8024,Non_Perishable,DR,12,7.32,high
FDN16,12.6,Regular,0.062797771,Frozen Foods,103.999,OUT049,Medium,Tier 1,Supermarket Type1,825.592,Non_Perishable,FD,11,8.25,medium
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.566,OUT018,Medium,Tier 3,Supermarket Type2,2696.49,Non_Perishable,FD,1,9.09,high
FDC51,10.895,Regular,0.009613854,Dairy,122.973,OUT013,High,Tier 3,Supermarket Type1,1231.73,Perishable,FD,23,11.29,medium
FDO04,16.6,Low Fat,0.026645307,Frozen Foods,53.5614,OUT018,Medium,Tier 3,Supermarket Type2,939.4438,Non_Perishable,FD,1,3.23,low
FDD41,6.765,Regular,0.087753682,Frozen Foods,105.3306,OUT017,Small,Tier 2,Supermarket Type1,2090.612,Non_Perishable,FD,3,15.57,medium
FDI45,13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8054,OUT045,Small,Tier 2,Supermarket Type1,2801.6864,Perishable,FD,8,13.42,high
NCB18,19.6,No_Fat,0.041091215,Household,89.5514,OUT027,Medium,Tier 3,Supermarket Type3,3364.9532,Non_Perishable,NC,25,4.57,medium
FDW51,6.155,Regular,0.095195306,Meat,213.956,OUT017,Small,Tier 2,Supermarket Type1,2343.616,Perishable,FD,3,34.76,very_high
NCK07,10.65,No_Fat,0.048686689,Others,164.1526,OUT046,Small,Tier 1,Supermarket Type1,1808.9786,Non_Perishable,NC,13,15.41,high
FDZ45,14.1,Low Fat,0.117091213,Snack Foods,197.9084,OUT019,Small,Tier 1,Grocery Store,992.042,Non_Perishable,FD,25,14.04,high
FDB37,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,Small,Tier 1,Supermarket Type1,5768.4912,Non_Perishable,FD,13,11.94,very_high
FDZ60,20.5,Low Fat,0.119339241,Baking Goods,106.0596,OUT035,Small,Tier 2,Supermarket Type1,970.7364,Non_Perishable,FD,6,5.17,medium
FDN04,11.8,Regular,0.014075334,Frozen Foods,176.8344,OUT013,High,Tier 3,Supermarket Type1,3568.688,Non_Perishable,FD,23,14.99,high
FDW47,15.0,Low Fat,0.046336634,Breads,120.0414,OUT013,High,Tier 3,Supermarket Type1,3533.4006,Perishable,FD,23,8.0,medium
FDB17,13.15,Low Fat,0.036641589,Frozen Foods,180.7976,OUT013,High,Tier 3,Supermarket Type1,6157.3184,Non_Perishable,FD,23,13.75,high
FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,Medium,Tier 3,Supermarket Type2,4729.8432,Perishable,FD,1,12.84,high
FDU55,16.2,Low Fat,0.035737373,Fruits and Vegetables,260.6278,OUT027,Medium,Tier 3,Supermarket Type3,9371.8008,Perishable,FD,25,16.09,very_high
FDH40,11.6,Regular,0.079376029,Frozen Foods,81.7276,OUT017,Small,Tier 2,Supermarket Type1,1949.4624,Non_Perishable,FD,3,7.05,medium
FDH05,14.35,Regular,0.091054989,Frozen Foods,231.8984,OUT049,Medium,Tier 1,Supermarket Type1,4633.968,Non_Perishable,FD,11,16.16,very_high
FDX58,13.15,Low Fat,0.043852434,Snack Foods,182.695,OUT045,Small,Tier 2,Supermarket Type1,4211.185,Non_Perishable,FD,8,13.89,high
FDC51,10.895,Regular,0.009620042,Dairy,121.673,OUT035,Small,Tier 2,Supermarket Type1,1970.768,Perishable,FD,6,11.17,medium
NCR05,10.1,No_Fat,0.054939848,Health and Hygiene,199.5084,OUT017,Small,Tier 2,Supermarket Type1,3372.9428,Non_Perishable,NC,3,19.75,high
DRH25,18.7,Low Fat,0.014675574,Soft Drinks,50.8324,OUT017,Small,Tier 2,Supermarket Type1,934.7832,Non_Perishable,DR,3,2.72,low
NCR53,12.15,No_Fat,0.14526636,Health and Hygiene,224.0404,OUT049,Medium,Tier 1,Supermarket Type1,3375.606,Non_Perishable,NC,11,18.44,very_high
FDS04,10.195,Regular,0.146662938,Frozen Foods,138.6838,OUT046,Small,Tier 1,Supermarket Type1,2388.2246,Non_Perishable,FD,13,13.6,high
FDC03,8.575,Regular,0.071786706,Dairy,193.3794,OUT013,High,Tier 3,Supermarket Type1,780.3176,Perishable,FD,23,22.55,high
FDP44,16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,Small,Tier 3,Grocery Store,102.5332,Perishable,FD,12,6.2,medium
FDK16,9.065,Low Fat,0.115799592,Frozen Foods,95.3094,OUT018,Medium,Tier 3,Supermarket Type2,1713.7692,Non_Perishable,FD,1,10.51,medium
NCC30,16.6,No_Fat,0.027579198,Household,178.7344,OUT046,Small,Tier 1,Supermarket Type1,1605.9096,Non_Perishable,NC,13,10.77,high
FDZ26,11.6,Regular,0.241055611,Dairy,238.5222,OUT010,Small,Tier 3,Grocery Store,717.0666,Perishable,FD,12,20.56,very_high
NCO54,19.5,No_Fat,0.014332439,Household,57.1614,OUT018,Medium,Tier 3,Supermarket Type2,1381.535,Non_Perishable,NC,1,2.93,low
NCP41,16.6,No_Fat,0.027133398,Health and Hygiene,106.2596,OUT010,Small,Tier 3,Grocery Store,215.7192,Non_Perishable,NC,12,6.4,medium
DRE27,11.85,Low Fat,0.132876847,Dairy,98.0726,OUT049,Medium,Tier 1,Supermarket Type1,1076.5986,Perishable,DR,11,8.28,medium
FDQ10,12.85,Low Fat,0.03315162,Snack Foods,170.6422,OUT013,High,Tier 3,Supermarket Type1,2931.5174,Non_Perishable,FD,23,13.28,high
NCU42,9.0,No_Fat,0.019536981,Household,170.0474,OUT049,Medium,Tier 1,Supermarket Type1,4211.185,Non_Perishable,NC,11,18.89,high
FDX43,5.655,Low Fat,0.085258864,Fruits and Vegetables,165.85,OUT035,Small,Tier 2,Supermarket Type1,1830.95,Perishable,FD,6,29.33,high
NCD19,8.93,No_Fat,0.013179388,Household,55.1614,OUT046,Small,Tier 1,Supermarket Type1,939.4438,Non_Perishable,NC,13,6.18,low
NCI54,15.2,No_Fat,0.033592687,Household,108.1912,OUT035,Small,Tier 2,Supermarket Type1,1856.2504,Non_Perishable,NC,6,7.12,medium
FDS37,7.655,Low Fat,0.05346916,Canned,114.1492,OUT010,Small,Tier 3,Grocery Store,115.8492,Non_Perishable,FD,12,14.91,medium
FDO25,6.3,Low Fat,0.126831854,Canned,209.027,OUT027,Medium,Tier 3,Supermarket Type3,4613.994,Non_Perishable,FD,25,33.18,very_high
FDS57,15.5,Low Fat,0.103603094,Snack Foods,143.547,OUT049,Medium,Tier 1,Supermarket Type1,1431.47,Non_Perishable,FD,11,9.26,high
FDI52,18.7,Low Fat,0.104840884,Frozen Foods,122.1072,OUT049,Medium,Tier 1,Supermarket Type1,490.0288,Non_Perishable,FD,11,6.53,medium
DRK12,9.5,Low Fat,0.042056944,Soft Drinks,31.89,OUT018,Medium,Tier 3,Supermarket Type2,366.19,Non_Perishable,DR,1,3.36,low
FDG40,13.65,Low Fat,0.040049609,Frozen Foods,34.4558,OUT017,Small,Tier 2,Supermarket Type1,611.2044,Non_Perishable,FD,3,2.52,low
FDU49,19.5,Regular,0.03075661,Canned,86.254,OUT045,Small,Tier 2,Supermarket Type1,2163.85,Non_Perishable,FD,8,4.42,medium
FDR49,8.71,Low Fat,0.13431018500000003,Canned,46.5376,OUT013,High,Tier 3,Supermarket Type1,575.2512,Non_Perishable,FD,23,5.34,low
FDF40,20.25,Regular,0.03941584,Dairy,247.8092,OUT019,Small,Tier 1,Grocery Store,498.0184,Perishable,FD,25,12.24,very_high
DRE03,19.6,Low Fat,0.024363939,Dairy,46.3718,OUT017,Small,Tier 2,Supermarket Type1,661.8052,Perishable,DR,3,2.37,low
FDR55,12.15,Regular,0.131443921,Fruits and Vegetables,189.1872,OUT027,Medium,Tier 3,Supermarket Type3,5294.4416,Perishable,FD,25,15.57,high
NCU05,11.8,No_Fat,0.058725131,Health and Hygiene,82.3618,OUT035,Small,Tier 2,Supermarket Type1,1208.427,Non_Perishable,NC,6,6.98,medium
FDR36,6.715,Regular,0.122274118,Baking Goods,40.3454,OUT017,Small,Tier 2,Supermarket Type1,838.908,Non_Perishable,FD,3,6.01,low
NCM30,19.1,No_Fat,0.067239404,Household,39.6796,OUT013,High,Tier 3,Supermarket Type1,660.4736,Non_Perishable,NC,23,2.08,low
FDH24,20.7,Low Fat,0.021464454,Baking Goods,156.6288,OUT049,Medium,Tier 1,Supermarket Type1,3928.22,Non_Perishable,FD,11,7.57,high
DRO47,10.195,Low Fat,0.112681821,Hard Drinks,113.986,OUT018,Medium,Tier 3,Supermarket Type2,452.744,Non_Perishable,DR,1,11.18,medium
FDQ49,20.2,Regular,0.039469737,Breakfast,155.163,OUT017,Small,Tier 2,Supermarket Type1,782.315,Perishable,FD,3,7.68,high
DRJ37,10.8,Low Fat,0.061101383,Soft Drinks,151.9024,OUT046,Small,Tier 1,Supermarket Type1,2580.6408,Non_Perishable,DR,13,14.07,high
NCJ42,19.75,No_Fat,0.014359584,Household,100.8332,OUT018,Medium,Tier 3,Supermarket Type2,1537.998,Non_Perishable,NC,1,5.11,medium
FDD05,19.35,Low Fat,0.016637301,Frozen Foods,120.9098,OUT049,Medium,Tier 1,Supermarket Type1,1687.1372,Non_Perishable,FD,11,6.25,medium
FDC39,7.405,Low Fat,0.159843921,Dairy,206.6296,OUT018,Medium,Tier 3,Supermarket Type2,3115.944,Perishable,FD,1,27.9,very_high
NCY06,15.25,No_Fat,0.061308889,Household,128.8968,OUT045,Small,Tier 2,Supermarket Type1,2348.9424,Non_Perishable,NC,8,8.45,medium
NCS06,7.935,No_Fat,0.055566935,Household,263.591,OUT019,Small,Tier 1,Grocery Store,262.991,Non_Perishable,NC,25,33.22,very_high
FDE16,8.895,Low Fat,0.026397141,Frozen Foods,207.8954,OUT045,Small,Tier 2,Supermarket Type1,3542.7218,Non_Perishable,FD,8,23.37,very_high
NCQ50,18.75,No_Fat,0.034307348,Household,215.2218,OUT046,Small,Tier 1,Supermarket Type1,4701.8796,Non_Perishable,NC,13,11.48,very_high
FDX50,20.1,Low Fat,0.074627201,Dairy,110.3228,OUT046,Small,Tier 1,Supermarket Type1,1768.3648,Perishable,FD,13,5.49,medium
NCL41,12.35,No_Fat,0.041973712,Health and Hygiene,35.7216,OUT017,Small,Tier 2,Supermarket Type1,519.324,Non_Perishable,NC,3,2.89,low
FDM58,16.85,Regular,0.080015028,Snack Foods,111.8544,OUT018,Medium,Tier 3,Supermarket Type2,1677.816,Non_Perishable,FD,1,6.64,medium
FDH35,18.25,Low Fat,0.10084386,Starchy Foods,166.3526,OUT010,Small,Tier 3,Grocery Store,164.4526,Non_Perishable,FD,12,9.12,high
FDS50,17.0,Low Fat,0.055519561,Dairy,219.8114,OUT049,Medium,Tier 1,Supermarket Type1,1108.557,Perishable,FD,11,12.93,very_high
FDT09,15.15,Regular,0.012203915,Snack Foods,133.2284,OUT027,Medium,Tier 3,Supermarket Type3,4350.3372,Non_Perishable,FD,25,8.79,medium
FDR60,14.3,Low Fat,0.130946374,Baking Goods,76.7328,OUT018,Medium,Tier 3,Supermarket Type2,1312.9576,Non_Perishable,FD,1,5.37,medium
FDG22,17.6,Regular,0.041381156,Snack Foods,35.019,OUT046,Small,Tier 1,Supermarket Type1,659.142,Non_Perishable,FD,13,1.99,low
FDL52,6.635,Regular,0.04586701,Frozen Foods,37.9506,OUT027,Medium,Tier 3,Supermarket Type3,910.8144,Non_Perishable,FD,25,5.72,low
DRJ39,20.25,Low Fat,0.036474041,Dairy,218.3482,OUT018,Medium,Tier 3,Supermarket Type2,2409.5302,Perishable,DR,1,10.78,very_high
FDW45,18.0,Low Fat,0.039231652,Snack Foods,145.1418,OUT017,Small,Tier 2,Supermarket Type1,2648.5524,Non_Perishable,FD,3,8.06,high
NCQ38,16.35,No_Fat,0.013393537,Others,106.028,OUT045,Small,Tier 2,Supermarket Type1,1065.28,Non_Perishable,NC,8,6.48,medium
FDB26,14.0,Regular,0.031444357,Canned,53.764,OUT017,Small,Tier 2,Supermarket Type1,798.96,Non_Perishable,FD,3,3.84,low
DRG48,5.78,Low Fat,0.014555066,Soft Drinks,145.2102,OUT046,Small,Tier 1,Supermarket Type1,3062.0142,Non_Perishable,DR,13,25.12,high
FDH10,21.0,Low Fat,0.082526478,Snack Foods,191.8478,OUT010,Small,Tier 3,Grocery Store,774.9912,Non_Perishable,FD,12,9.14,high
FDP28,13.65,Regular,0.080765853,Frozen Foods,262.8936,OUT049,Medium,Tier 1,Supermarket Type1,4958.8784,Non_Perishable,FD,11,19.26,very_high
FDJ44,12.3,Regular,0.17797002,Fruits and Vegetables,173.1396,OUT010,Small,Tier 3,Grocery Store,697.7584,Perishable,FD,12,14.08,high
FDI07,12.35,Regular,0.03382933,Meat,196.9426,OUT045,Small,Tier 2,Supermarket Type1,2768.3964,Perishable,FD,8,15.95,high
DRJ24,11.8,Low Fat,0.11397026,Soft Drinks,185.1924,OUT017,Small,Tier 2,Supermarket Type1,2591.2936,Non_Perishable,DR,3,15.69,high
DRL47,19.7,Low Fat,0.038729457,Hard Drinks,127.3362,OUT035,Small,Tier 2,Supermarket Type1,755.0172,Non_Perishable,DR,6,6.46,medium
FDP38,10.1,Low Fat,0.032075379,Canned,50.9008,OUT013,High,Tier 3,Supermarket Type1,354.2056,Non_Perishable,FD,23,5.04,low
FDK02,12.5,Low Fat,0.196490902,Canned,120.544,OUT019,Small,Tier 1,Grocery Store,479.376,Non_Perishable,FD,25,9.64,medium
FDO23,17.85,Low Fat,0.146305498,Breads,94.1436,OUT013,High,Tier 3,Supermarket Type1,1607.2412,Perishable,FD,23,5.27,medium
NCE54,20.7,No_Fat,0.026877471,Household,74.6354,OUT013,High,Tier 3,Supermarket Type1,1053.2956,Non_Perishable,NC,23,3.61,medium
FDS52,8.89,Low Fat,0.005474515,Frozen Foods,99.7016,OUT046,Small,Tier 1,Supermarket Type1,1922.8304,Non_Perishable,FD,13,11.22,medium
FDW01,14.5,Low Fat,0.064048405,Canned,153.4682,OUT035,Small,Tier 2,Supermarket Type1,1677.1502,Non_Perishable,FD,6,10.58,high
NCF07,9.0,No_Fat,0.032203667,Household,100.8016,OUT017,Small,Tier 2,Supermarket Type1,1113.2176,Non_Perishable,NC,3,11.2,medium
DRE15,13.35,Low Fat,0.017857847,Dairy,77.5012,OUT018,Medium,Tier 3,Supermarket Type2,1518.024,Perishable,DR,1,5.81,medium
FDR58,6.675,Low Fat,0.041921462,Snack Foods,92.3462,OUT046,Small,Tier 1,Supermarket Type1,2406.2012,Non_Perishable,FD,13,13.83,medium
FDL24,10.3,Regular,0.024875871,Baking Goods,173.0422,OUT013,High,Tier 3,Supermarket Type1,2069.3064,Non_Perishable,FD,23,16.8,high
FDQ25,8.63,Regular,0.028139761,Canned,173.7422,OUT027,Medium,Tier 3,Supermarket Type3,3621.2862,Non_Perishable,FD,25,20.13,high
FDX56,17.1,Regular,0.073997843,Fruits and Vegetables,207.0638,OUT013,High,Tier 3,Supermarket Type1,4969.5312,Perishable,FD,23,12.11,very_high
FDD20,14.15,Low Fat,0.020798905,Fruits and Vegetables,123.6046,OUT018,Medium,Tier 3,Supermarket Type2,1245.046,Perishable,FD,1,8.74,medium
DRF60,10.8,Low Fat,0.052363244,Soft Drinks,236.5564,OUT017,Small,Tier 2,Supermarket Type1,5243.8408,Non_Perishable,DR,3,21.9,very_high
FDW13,8.5,Low Fat,0.098283459,Canned,51.3324,OUT018,Medium,Tier 3,Supermarket Type2,934.7832,Non_Perishable,FD,1,6.04,low
FDF09,6.215,Low Fat,0.012138795,Fruits and Vegetables,39.2848,OUT013,High,Tier 3,Supermarket Type1,521.9872,Perishable,FD,23,6.32,low
FDY45,17.5,Low Fat,0.02231451677777778,Snack Foods,253.0356,OUT035,Small,Tier 2,Supermarket Type1,4578.0408,Non_Perishable,FD,6,14.46,very_high
FDR26,20.7,Low Fat,0.042923652,Dairy,178.3028,OUT045,Small,Tier 2,Supermarket Type1,1062.6168,Perishable,FD,8,8.61,high
FDZ01,8.975,Regular,0.009058845,Canned,103.399,OUT046,Small,Tier 1,Supermarket Type1,2579.975,Non_Perishable,FD,13,11.52,medium
FDH53,20.5,Regular,0.032136417,Frozen Foods,83.9592,OUT010,Small,Tier 3,Grocery Store,165.1184,Non_Perishable,FD,12,4.1,medium
FDG52,13.65,Low Fat,0.065898197,Frozen Foods,46.1402,OUT018,Medium,Tier 3,Supermarket Type2,459.402,Non_Perishable,FD,1,3.38,low
FDW50,13.1,Low Fat,0.075731322,Dairy,167.5158,OUT045,Small,Tier 2,Supermarket Type1,1504.0422,Perishable,FD,8,12.79,high
FDX49,4.615,Regular,0.101812521,Canned,232.23,OUT035,Small,Tier 2,Supermarket Type1,5126.66,Non_Perishable,FD,6,50.32,very_high
FDJ44,12.3,Regular,0.106327251,Fruits and Vegetables,172.8396,OUT046,Small,Tier 1,Supermarket Type1,2616.594,Perishable,FD,13,14.05,high
NCI31,20.0,No_Fat,0.080933328,Others,37.519,OUT027,Medium,Tier 3,Supermarket Type3,842.237,Non_Perishable,NC,25,1.88,low
